food_id,name,protein,fat,carbs,calories,fiber,sodium,sugar
2004086,"flour, spelt, whole grain",NULL,NULL,NULL,NULL,7.08,NULL,NULL
2004087,"flour, spelt, whole grain",NULL,2.31,NULL,NULL,NULL,NULL,NULL
2004100,"flour, spelt, whole grain",NULL,NULL,NULL,NULL,NULL,0,NULL
2004107,"flour, spelt, whole grain",NULL,NULL,NULL,NULL,9.89,NULL,NULL
2004108,"flour, spelt, whole grain",NULL,3.16,NULL,NULL,NULL,NULL,NULL
2004121,"flour, spelt, whole grain",NULL,NULL,NULL,NULL,NULL,0,NULL
2004128,"flour, spelt, whole grain",NULL,NULL,NULL,NULL,10.61,NULL,NULL
2004129,"flour, spelt, whole grain",NULL,2.49,NULL,NULL,NULL,NULL,NULL
2004142,"flour, spelt, whole grain",NULL,NULL,NULL,NULL,NULL,0,NULL
2004149,"flour, spelt, whole grain",NULL,NULL,NULL,NULL,10.04,NULL,NULL
2004150,"flour, spelt, whole grain",NULL,2.54,NULL,NULL,NULL,NULL,NULL
2004163,"flour, spelt, whole grain",NULL,NULL,NULL,NULL,NULL,0,NULL
2004170,"flour, spelt, whole grain",NULL,NULL,NULL,NULL,8.39,NULL,NULL
2004171,"flour, spelt, whole grain",NULL,2.56,NULL,NULL,NULL,NULL,NULL
2004184,"flour, spelt, whole grain",NULL,NULL,NULL,NULL,NULL,0,NULL
2004191,"flour, spelt, whole grain",NULL,NULL,NULL,NULL,4.53,NULL,NULL
2004192,"flour, spelt, whole grain",NULL,2.08,NULL,NULL,NULL,NULL,NULL
2004205,"flour, spelt, whole grain",NULL,NULL,NULL,NULL,NULL,0,NULL
2004212,"flour, spelt, whole grain",NULL,NULL,NULL,NULL,13.69,NULL,NULL
2004213,"flour, spelt, whole grain",NULL,2.93,NULL,NULL,NULL,NULL,NULL
2004226,"flour, spelt, whole grain",NULL,NULL,NULL,NULL,NULL,0,NULL
2004233,"flour, semolina, fine",NULL,NULL,NULL,NULL,4.155,NULL,NULL
2004234,"flour, semolina, fine",NULL,1.91,NULL,NULL,NULL,NULL,NULL
2004247,"flour, semolina, fine",NULL,NULL,NULL,NULL,NULL,3,NULL
2004254,"flour, semolina, fine",NULL,NULL,NULL,NULL,3.86,NULL,NULL
2004255,"flour, semolina, fine",NULL,1.94,NULL,NULL,NULL,NULL,NULL
2004268,"flour, semolina, fine",NULL,NULL,NULL,NULL,NULL,0,NULL
2004275,"flour, semolina, fine",NULL,NULL,NULL,NULL,3.63,NULL,NULL
2004276,"flour, semolina, fine",NULL,1.84,NULL,NULL,NULL,NULL,NULL
2004289,"flour, semolina, fine",NULL,NULL,NULL,NULL,NULL,0,NULL
2004296,"flour, semolina, fine",NULL,NULL,NULL,NULL,3.41,NULL,NULL
2004297,"flour, semolina, fine",NULL,1.54,NULL,NULL,NULL,NULL,NULL
2004310,"flour, semolina, fine",NULL,NULL,NULL,NULL,NULL,0,NULL
2004317,"flour, semolina, fine",NULL,NULL,NULL,NULL,4.11,NULL,NULL
2004318,"flour, semolina, fine",NULL,1.92,NULL,NULL,NULL,NULL,NULL
2004331,"flour, semolina, fine",NULL,NULL,NULL,NULL,NULL,0,NULL
2004337,"flour, semolina, fine",NULL,NULL,NULL,NULL,3.56,NULL,NULL
2004338,"flour, semolina, fine",NULL,2.03,NULL,NULL,NULL,NULL,NULL
2004351,"flour, semolina, fine",NULL,NULL,NULL,NULL,NULL,0,NULL
2004358,"flour, semolina, fine",NULL,NULL,NULL,NULL,2.87,NULL,NULL
2004359,"flour, semolina, fine",NULL,1.84,NULL,NULL,NULL,NULL,NULL
2004372,"flour, semolina, fine",NULL,NULL,NULL,NULL,NULL,0,NULL
2004379,"flour, semolina, fine",NULL,NULL,NULL,NULL,3.87,NULL,NULL
2004380,"flour, semolina, fine",NULL,1.68,NULL,NULL,NULL,NULL,NULL
2004393,"flour, semolina, fine",NULL,NULL,NULL,NULL,NULL,0,NULL
2004400,"Flour, Semolina, Coarse",NULL,NULL,NULL,NULL,4.04,NULL,NULL
2004401,"Flour, Semolina, Coarse",NULL,2.01,NULL,NULL,NULL,NULL,NULL
2004414,"Flour, Semolina, Coarse",NULL,NULL,NULL,NULL,NULL,0,NULL
2004421,"Flour, Semolina, Semi-Coarse",NULL,NULL,NULL,NULL,3.685,NULL,NULL
2004422,"Flour, Semolina, Semi-Coarse",NULL,2.08,NULL,NULL,NULL,NULL,NULL
2004435,"Flour, Semolina, Semi-Coarse",NULL,NULL,NULL,NULL,NULL,0,NULL
2004442,"Flour, Semolina, Coarse",NULL,NULL,NULL,NULL,2.9,NULL,NULL
2004443,"Flour, Semolina, Coarse",NULL,1.34,NULL,NULL,NULL,NULL,NULL
2004456,"Flour, Semolina, Coarse",NULL,NULL,NULL,NULL,NULL,0,NULL
2004463,"Flour, Semolina, Semi-Coarse",NULL,NULL,NULL,NULL,3.22,NULL,NULL
2004464,"Flour, Semolina, Semi-Coarse",NULL,1.51,NULL,NULL,NULL,NULL,NULL
2004477,"Flour, Semolina, Semi-Coarse",NULL,NULL,NULL,NULL,NULL,0,NULL
2004484,"Flour, Semolina, Semi-Coarse",NULL,NULL,NULL,NULL,2.95,NULL,NULL
2004485,"Flour, Semolina, Semi-Coarse",NULL,1.37,NULL,NULL,NULL,NULL,NULL
2004498,"Flour, Semolina, Semi-Coarse",NULL,NULL,NULL,NULL,NULL,0,NULL
2004505,"Flour, Semolina, Coarse",NULL,NULL,NULL,NULL,2.5,NULL,NULL
2004506,"Flour, Semolina, Coarse",NULL,1.27,NULL,NULL,NULL,NULL,NULL
2004519,"Flour, Semolina, Coarse",NULL,NULL,NULL,NULL,NULL,0,NULL
2004780,"APPLE JUICE FROM CONCENTRATE WITH ADDED VITAMIN C, SHELF STABLE",NULL,0.64,NULL,NULL,NULL,NULL,NULL
2004781,"APPLE JUICE FROM CONCENTRATE WITH ADDED VITAMIN C, SHELF STABLE",NULL,0.19,NULL,NULL,NULL,NULL,NULL
2004782,"APPLE JUICE FROM CONCENTRATE WITH ADDED VITAMIN C, SHELF STABLE",NULL,0.22,NULL,NULL,NULL,NULL,NULL
2004783,"APPLE JUICE FROM CONCENTRATE WITH ADDED VITAMIN C, SHELF STABLE",NULL,0.17,NULL,NULL,NULL,NULL,NULL
2004784,"APPLE JUICE FROM CONCENTRATE WITH ADDED VITAMIN C, SHELF STABLE",NULL,0.46,NULL,NULL,NULL,NULL,NULL
2004785,"APPLE JUICE FROM CONCENTRATE WITH ADDED VITAMIN C, SHELF STABLE",NULL,0.22,NULL,NULL,NULL,NULL,NULL
2004786,"APPLE JUICE FROM CONCENTRATE WITH ADDED VITAMIN C, SHELF STABLE",NULL,0.19,NULL,NULL,NULL,NULL,NULL
2004787,"APPLE JUICE FROM CONCENTRATE WITH ADDED VITAMIN C, SHELF STABLE",NULL,0.2,NULL,NULL,NULL,NULL,NULL
2004788,"GRAPE JUICE, PURPLE, FROM CONCENTRATE WITH ADDED VITAMIN C, SHELF STABLE",NULL,0.23,NULL,NULL,NULL,NULL,NULL
2004789,"GRAPE JUICE, PURPLE, FROM CONCENTRATE WITH ADDED VITAMIN C, SHELF STABLE",NULL,0.25,NULL,NULL,NULL,NULL,NULL
2004790,"GRAPE JUICE, PURPLE, FROM CONCENTRATE WITH ADDED VITAMIN C, SHELF STABLE",NULL,0.26,NULL,NULL,NULL,NULL,NULL
2004791,"GRAPE JUICE, PURPLE, FROM CONCENTRATE WITH ADDED VITAMIN C, SHELF STABLE",NULL,0.38,NULL,NULL,NULL,NULL,NULL
2004792,"GRAPE JUICE, PURPLE, FROM CONCENTRATE WITH ADDED VITAMIN C, SHELF STABLE",NULL,0.51,NULL,NULL,NULL,NULL,NULL
2004793,"GRAPE JUICE, PURPLE, FROM CONCENTRATE WITH ADDED VITAMIN C, SHELF STABLE",NULL,0.21,NULL,NULL,NULL,NULL,NULL
2004794,"GRAPE JUICE, PURPLE, FROM CONCENTRATE WITH ADDED VITAMIN C, SHELF STABLE",NULL,0.25,NULL,NULL,NULL,NULL,NULL
2004795,"GRAPE JUICE, PURPLE, FROM CONCENTRATE WITH ADDED VITAMIN C, SHELF STABLE",NULL,0.21,NULL,NULL,NULL,NULL,NULL
2004796,"GRAPE JUICE, WHITE, FROM CONCENTRATE WITH ADDED VITAMIN C, SHELF STABLE",NULL,0.23,NULL,NULL,NULL,NULL,NULL
2004797,"GRAPE JUICE, WHITE, FROM CONCENTRATE WITH ADDED VITAMIN C, SHELF STABLE",NULL,0.24,NULL,NULL,NULL,NULL,NULL
2004798,"GRAPE JUICE, WHITE, FROM CONCENTRATE WITH ADDED VITAMIN C, SHELF STABLE",NULL,0.22,NULL,NULL,NULL,NULL,NULL
2004799,"GRAPE JUICE, WHITE, FROM CONCENTRATE WITH ADDED VITAMIN C, SHELF STABLE",NULL,0.22,NULL,NULL,NULL,NULL,NULL
2004800,"GRAPE JUICE, WHITE, FROM CONCENTRATE WITH ADDED VITAMIN C, SHELF STABLE",NULL,0.42,NULL,NULL,NULL,NULL,NULL
2004801,"GRAPE JUICE, WHITE, FROM CONCENTRATE WITH ADDED VITAMIN C, SHELF STABLE",NULL,0.18,NULL,NULL,NULL,NULL,NULL
2004802,"GRAPE JUICE, WHITE, FROM CONCENTRATE WITH ADDED VITAMIN C, SHELF STABLE",NULL,0.15,NULL,NULL,NULL,NULL,NULL
2004803,"GRAPE JUICE, WHITE, FROM CONCENTRATE WITH ADDED VITAMIN C, SHELF STABLE",NULL,0.46,NULL,NULL,NULL,NULL,NULL
2004804,"ORANGE JUICE, REFRIGERATED, NO PULP, NOT FORTIFIED",NULL,0.33,NULL,NULL,NULL,NULL,NULL
2004805,"ORANGE JUICE, REFRIGERATED, NO PULP, NOT FORTIFIED",NULL,0.12,NULL,NULL,NULL,NULL,NULL
2004806,"ORANGE JUICE, REFRIGERATED, NO PULP, NOT FORTIFIED",NULL,0.48,NULL,NULL,NULL,NULL,NULL
2004807,"ORANGE JUICE, REFRIGERATED, NO PULP, NOT FORTIFIED",NULL,0.34,NULL,NULL,NULL,NULL,NULL
2004808,"ORANGE JUICE, REFRIGERATED, NO PULP, NOT FORTIFIED",NULL,0.12,NULL,NULL,NULL,NULL,NULL
2004809,"ORANGE JUICE, REFRIGERATED, NO PULP, NOT FORTIFIED",NULL,0.7,NULL,NULL,NULL,NULL,NULL
2004810,"ORANGE JUICE, REFRIGERATED, NO PULP, NOT FORTIFIED",NULL,0.51,NULL,NULL,NULL,NULL,NULL
2004811,"ORANGE JUICE, REFRIGERATED, NO PULP, NOT FORTIFIED",NULL,0.25,NULL,NULL,NULL,NULL,NULL
2004812,"ORANGE JUICE, REFRIGERATED, NO PULP, NOT FORTIFIED, FROM CONCENTRATE",NULL,0.42,NULL,NULL,NULL,NULL,NULL
2004813,"ORANGE JUICE, REFRIGERATED, NO PULP, NOT FORTIFIED, FROM CONCENTRATE",NULL,0.12,NULL,NULL,NULL,NULL,NULL
2004814,"ORANGE JUICE, REFRIGERATED, NO PULP, NOT FORTIFIED, FROM CONCENTRATE",NULL,0.12,NULL,NULL,NULL,NULL,NULL
2004815,"ORANGE JUICE, REFRIGERATED, NO PULP, NOT FORTIFIED, FROM CONCENTRATE",NULL,0.46,NULL,NULL,NULL,NULL,NULL
2004816,"ORANGE JUICE, REFRIGERATED, NO PULP, NOT FORTIFIED, FROM CONCENTRATE",NULL,0.23,NULL,NULL,NULL,NULL,NULL
2004817,"ORANGE JUICE, REFRIGERATED, NO PULP, NOT FORTIFIED, FROM CONCENTRATE",NULL,0.12,NULL,NULL,NULL,NULL,NULL
2004818,"ORANGE JUICE, REFRIGERATED, NO PULP, NOT FORTIFIED, FROM CONCENTRATE",NULL,0.89,NULL,NULL,NULL,NULL,NULL
2004819,"ORANGE JUICE, REFRIGERATED, NO PULP, NOT FORTIFIED, FROM CONCENTRATE",NULL,0.24,NULL,NULL,NULL,NULL,NULL
2004820,"GRAPEFRUIT JUICE, RED, REFRIGERATED, NOT FORTIFIED, NOT FROM CONCENTRATE",NULL,0.15,NULL,NULL,NULL,NULL,NULL
2004821,"GRAPEFRUIT JUICE, RED, REFRIGERATED, NOT FORTIFIED, NOT FROM CONCENTRATE",NULL,0.43,NULL,NULL,NULL,NULL,NULL
2004822,"GRAPEFRUIT JUICE, RED, REFRIGERATED, NOT FORTIFIED, NOT FROM CONCENTRATE",NULL,0.29,NULL,NULL,NULL,NULL,NULL
2004823,"GRAPEFRUIT JUICE, RED, REFRIGERATED, NOT FORTIFIED, NOT FROM CONCENTRATE",NULL,0.12,NULL,NULL,NULL,NULL,NULL
2004824,"GRAPEFRUIT JUICE, RED, REFRIGERATED, NOT FORTIFIED, NOT FROM CONCENTRATE",NULL,0.605,NULL,NULL,NULL,NULL,NULL
2004825,"GRAPEFRUIT JUICE, RED, REFRIGERATED, NOT FORTIFIED, NOT FROM CONCENTRATE",NULL,0.2,NULL,NULL,NULL,NULL,NULL
2004826,"GRAPEFRUIT JUICE, RED, REFRIGERATED, NOT FORTIFIED, NOT FROM CONCENTRATE",NULL,0.12,NULL,NULL,NULL,NULL,NULL
2004827,"GRAPEFRUIT JUICE, RED, REFRIGERATED, NOT FORTIFIED, NOT FROM CONCENTRATE",NULL,0.22,NULL,NULL,NULL,NULL,NULL
2004828,"CRANBERRY JUICE, SHELF STABLE, FROM CONCENTRATE, NOT FORTIFIED",NULL,0.25,NULL,NULL,NULL,NULL,NULL
2004829,"CRANBERRY JUICE, SHELF STABLE, FROM CONCENTRATE, NOT FORTIFIED",NULL,0.16,NULL,NULL,NULL,NULL,NULL
2004830,"CRANBERRY JUICE, SHELF STABLE, FROM CONCENTRATE, NOT FORTIFIED",NULL,0.31,NULL,NULL,NULL,NULL,NULL
2004831,"CRANBERRY JUICE, SHELF STABLE, FROM CONCENTRATE, NOT FORTIFIED",NULL,0.36,NULL,NULL,NULL,NULL,NULL
2004832,"CRANBERRY JUICE, SHELF STABLE, FROM CONCENTRATE, NOT FORTIFIED",NULL,0.18,NULL,NULL,NULL,NULL,NULL
2004833,"CRANBERRY JUICE, SHELF STABLE, FROM CONCENTRATE, NOT FORTIFIED",NULL,0.86,NULL,NULL,NULL,NULL,NULL
2004834,"CRANBERRY JUICE, SHELF STABLE, FROM CONCENTRATE, NOT FORTIFIED",NULL,0.36,NULL,NULL,NULL,NULL,NULL
2004835,"CRANBERRY JUICE, SHELF STABLE, FROM CONCENTRATE, NOT FORTIFIED",NULL,0.22,NULL,NULL,NULL,NULL,NULL
2004836,"TOMATO JUICE, SHELF STABLE, FROM CONCENTRATE, WITH ADDED INGREDIENTS",NULL,0.26,NULL,NULL,NULL,NULL,NULL
2004837,"TOMATO JUICE, SHELF STABLE, FROM CONCENTRATE, WITH ADDED INGREDIENTS",NULL,0.36,NULL,NULL,NULL,NULL,NULL
2004838,"TOMATO JUICE, SHELF STABLE, FROM CONCENTRATE, WITH ADDED INGREDIENTS",NULL,0.26,NULL,NULL,NULL,NULL,NULL
2004839,"TOMATO JUICE, SHELF STABLE, FROM CONCENTRATE, WITH ADDED INGREDIENTS",NULL,0.18,NULL,NULL,NULL,NULL,NULL
2004840,"TOMATO JUICE, SHELF STABLE, FROM CONCENTRATE, WITH ADDED INGREDIENTS",NULL,0.32,NULL,NULL,NULL,NULL,NULL
2004841,"TOMATO JUICE, SHELF STABLE, FROM CONCENTRATE, WITH ADDED INGREDIENTS",NULL,0.18,NULL,NULL,NULL,NULL,NULL
2004842,"TOMATO JUICE, SHELF STABLE, FROM CONCENTRATE, WITH ADDED INGREDIENTS",NULL,0.57,NULL,NULL,NULL,NULL,NULL
2004843,"TOMATO JUICE, SHELF STABLE, FROM CONCENTRATE, WITH ADDED INGREDIENTS",NULL,0.17,NULL,NULL,NULL,NULL,NULL
2005868,"APPLE JUICE FROM CONCENTRATE WITH ADDED VITAMIN C, SHELF STABLE",NULL,NULL,NULL,NULL,NULL,2,NULL
2005869,"APPLE JUICE FROM CONCENTRATE WITH ADDED VITAMIN C, SHELF STABLE",NULL,NULL,NULL,NULL,NULL,8,NULL
2005870,"APPLE JUICE FROM CONCENTRATE WITH ADDED VITAMIN C, SHELF STABLE",NULL,NULL,NULL,NULL,NULL,8,NULL
2005871,"APPLE JUICE FROM CONCENTRATE WITH ADDED VITAMIN C, SHELF STABLE",NULL,NULL,NULL,NULL,NULL,5,NULL
2005872,"APPLE JUICE FROM CONCENTRATE WITH ADDED VITAMIN C, SHELF STABLE",NULL,NULL,NULL,NULL,NULL,6,NULL
2005873,"APPLE JUICE FROM CONCENTRATE WITH ADDED VITAMIN C, SHELF STABLE",NULL,NULL,NULL,NULL,NULL,2,NULL
2005874,"APPLE JUICE FROM CONCENTRATE WITH ADDED VITAMIN C, SHELF STABLE",NULL,NULL,NULL,NULL,NULL,4,NULL
2005875,"APPLE JUICE FROM CONCENTRATE WITH ADDED VITAMIN C, SHELF STABLE",NULL,NULL,NULL,NULL,NULL,3,NULL
2005876,"GRAPE JUICE, PURPLE, FROM CONCENTRATE WITH ADDED VITAMIN C, SHELF STABLE",NULL,NULL,NULL,NULL,NULL,1,NULL
2005877,"GRAPE JUICE, PURPLE, FROM CONCENTRATE WITH ADDED VITAMIN C, SHELF STABLE",NULL,NULL,NULL,NULL,NULL,3,NULL
2005878,"GRAPE JUICE, PURPLE, FROM CONCENTRATE WITH ADDED VITAMIN C, SHELF STABLE",NULL,NULL,NULL,NULL,NULL,6,NULL
2005879,"GRAPE JUICE, PURPLE, FROM CONCENTRATE WITH ADDED VITAMIN C, SHELF STABLE",NULL,NULL,NULL,NULL,NULL,6,NULL
2005880,"GRAPE JUICE, PURPLE, FROM CONCENTRATE WITH ADDED VITAMIN C, SHELF STABLE",NULL,NULL,NULL,NULL,NULL,5,NULL
2005881,"GRAPE JUICE, PURPLE, FROM CONCENTRATE WITH ADDED VITAMIN C, SHELF STABLE",NULL,NULL,NULL,NULL,NULL,4,NULL
2005882,"GRAPE JUICE, PURPLE, FROM CONCENTRATE WITH ADDED VITAMIN C, SHELF STABLE",NULL,NULL,NULL,NULL,NULL,3,NULL
2005883,"GRAPE JUICE, PURPLE, FROM CONCENTRATE WITH ADDED VITAMIN C, SHELF STABLE",NULL,NULL,NULL,NULL,NULL,4,NULL
2005884,"GRAPE JUICE, WHITE, FROM CONCENTRATE WITH ADDED VITAMIN C, SHELF STABLE",NULL,NULL,NULL,NULL,NULL,4,NULL
2005885,"GRAPE JUICE, WHITE, FROM CONCENTRATE WITH ADDED VITAMIN C, SHELF STABLE",NULL,NULL,NULL,NULL,NULL,6,NULL
2005886,"GRAPE JUICE, WHITE, FROM CONCENTRATE WITH ADDED VITAMIN C, SHELF STABLE",NULL,NULL,NULL,NULL,NULL,9,NULL
2005887,"GRAPE JUICE, WHITE, FROM CONCENTRATE WITH ADDED VITAMIN C, SHELF STABLE",NULL,NULL,NULL,NULL,NULL,8,NULL
2005888,"GRAPE JUICE, WHITE, FROM CONCENTRATE WITH ADDED VITAMIN C, SHELF STABLE",NULL,NULL,NULL,NULL,NULL,7,NULL
2005889,"GRAPE JUICE, WHITE, FROM CONCENTRATE WITH ADDED VITAMIN C, SHELF STABLE",NULL,NULL,NULL,NULL,NULL,8,NULL
2005890,"GRAPE JUICE, WHITE, FROM CONCENTRATE WITH ADDED VITAMIN C, SHELF STABLE",NULL,NULL,NULL,NULL,NULL,7,NULL
2005891,"GRAPE JUICE, WHITE, FROM CONCENTRATE WITH ADDED VITAMIN C, SHELF STABLE",NULL,NULL,NULL,NULL,NULL,8,NULL
2005892,"ORANGE JUICE, REFRIGERATED, NO PULP, NOT FORTIFIED",NULL,NULL,NULL,NULL,NULL,0,NULL
2005893,"ORANGE JUICE, REFRIGERATED, NO PULP, NOT FORTIFIED",NULL,NULL,NULL,NULL,NULL,0,NULL
2005894,"ORANGE JUICE, REFRIGERATED, NO PULP, NOT FORTIFIED",NULL,NULL,NULL,NULL,NULL,1,NULL
2005895,"ORANGE JUICE, REFRIGERATED, NO PULP, NOT FORTIFIED",NULL,NULL,NULL,NULL,NULL,0,NULL
2005896,"ORANGE JUICE, REFRIGERATED, NO PULP, NOT FORTIFIED",NULL,NULL,NULL,NULL,NULL,0,NULL
2005897,"ORANGE JUICE, REFRIGERATED, NO PULP, NOT FORTIFIED",NULL,NULL,NULL,NULL,NULL,0,NULL
2005898,"ORANGE JUICE, REFRIGERATED, NO PULP, NOT FORTIFIED",NULL,NULL,NULL,NULL,NULL,0,NULL
2005899,"ORANGE JUICE, REFRIGERATED, NO PULP, NOT FORTIFIED",NULL,NULL,NULL,NULL,NULL,0,NULL
2005900,"ORANGE JUICE, REFRIGERATED, NO PULP, NOT FORTIFIED, FROM CONCENTRATE",NULL,NULL,NULL,NULL,NULL,12,NULL
2005901,"ORANGE JUICE, REFRIGERATED, NO PULP, NOT FORTIFIED, FROM CONCENTRATE",NULL,NULL,NULL,NULL,NULL,4,NULL
2005902,"ORANGE JUICE, REFRIGERATED, NO PULP, NOT FORTIFIED, FROM CONCENTRATE",NULL,NULL,NULL,NULL,NULL,3,NULL
2005903,"ORANGE JUICE, REFRIGERATED, NO PULP, NOT FORTIFIED, FROM CONCENTRATE",NULL,NULL,NULL,NULL,NULL,11,NULL
2005904,"ORANGE JUICE, REFRIGERATED, NO PULP, NOT FORTIFIED, FROM CONCENTRATE",NULL,NULL,NULL,NULL,NULL,1,NULL
2005905,"ORANGE JUICE, REFRIGERATED, NO PULP, NOT FORTIFIED, FROM CONCENTRATE",NULL,NULL,NULL,NULL,NULL,3,NULL
2005906,"ORANGE JUICE, REFRIGERATED, NO PULP, NOT FORTIFIED, FROM CONCENTRATE",NULL,NULL,NULL,NULL,NULL,0,NULL
2005907,"ORANGE JUICE, REFRIGERATED, NO PULP, NOT FORTIFIED, FROM CONCENTRATE",NULL,NULL,NULL,NULL,NULL,9,NULL
2005908,"GRAPEFRUIT JUICE, RED, REFRIGERATED, NOT FORTIFIED, NOT FROM CONCENTRATE",NULL,NULL,NULL,NULL,NULL,2,NULL
2005909,"GRAPEFRUIT JUICE, RED, REFRIGERATED, NOT FORTIFIED, NOT FROM CONCENTRATE",NULL,NULL,NULL,NULL,NULL,1,NULL
2005910,"GRAPEFRUIT JUICE, RED, REFRIGERATED, NOT FORTIFIED, NOT FROM CONCENTRATE",NULL,NULL,NULL,NULL,NULL,1,NULL
2005911,"GRAPEFRUIT JUICE, RED, REFRIGERATED, NOT FORTIFIED, NOT FROM CONCENTRATE",NULL,NULL,NULL,NULL,NULL,1,NULL
2005912,"GRAPEFRUIT JUICE, RED, REFRIGERATED, NOT FORTIFIED, NOT FROM CONCENTRATE",NULL,NULL,NULL,NULL,NULL,1,NULL
2005913,"GRAPEFRUIT JUICE, RED, REFRIGERATED, NOT FORTIFIED, NOT FROM CONCENTRATE",NULL,NULL,NULL,NULL,NULL,1,NULL
2005914,"GRAPEFRUIT JUICE, RED, REFRIGERATED, NOT FORTIFIED, NOT FROM CONCENTRATE",NULL,NULL,NULL,NULL,NULL,0,NULL
2005915,"GRAPEFRUIT JUICE, RED, REFRIGERATED, NOT FORTIFIED, NOT FROM CONCENTRATE",NULL,NULL,NULL,NULL,NULL,1,NULL
2005916,"CRANBERRY JUICE, SHELF STABLE, FROM CONCENTRATE, NOT FORTIFIED",NULL,NULL,NULL,NULL,NULL,3,NULL
2005917,"CRANBERRY JUICE, SHELF STABLE, FROM CONCENTRATE, NOT FORTIFIED",NULL,NULL,NULL,NULL,NULL,10,NULL
2005918,"CRANBERRY JUICE, SHELF STABLE, FROM CONCENTRATE, NOT FORTIFIED",NULL,NULL,NULL,NULL,NULL,5,NULL
2005919,"CRANBERRY JUICE, SHELF STABLE, FROM CONCENTRATE, NOT FORTIFIED",NULL,NULL,NULL,NULL,NULL,12,NULL
2005920,"CRANBERRY JUICE, SHELF STABLE, FROM CONCENTRATE, NOT FORTIFIED",NULL,NULL,NULL,NULL,NULL,2,NULL
2005921,"CRANBERRY JUICE, SHELF STABLE, FROM CONCENTRATE, NOT FORTIFIED",NULL,NULL,NULL,NULL,NULL,8,NULL
2005922,"CRANBERRY JUICE, SHELF STABLE, FROM CONCENTRATE, NOT FORTIFIED",NULL,NULL,NULL,NULL,NULL,5,NULL
2005923,"CRANBERRY JUICE, SHELF STABLE, FROM CONCENTRATE, NOT FORTIFIED",NULL,NULL,NULL,NULL,NULL,5,NULL
2005924,"TOMATO JUICE, SHELF STABLE, FROM CONCENTRATE, WITH ADDED INGREDIENTS",NULL,NULL,NULL,NULL,NULL,275,NULL
2005925,"TOMATO JUICE, SHELF STABLE, FROM CONCENTRATE, WITH ADDED INGREDIENTS",NULL,NULL,NULL,NULL,NULL,245,NULL
2005926,"TOMATO JUICE, SHELF STABLE, FROM CONCENTRATE, WITH ADDED INGREDIENTS",NULL,NULL,NULL,NULL,NULL,149,NULL
2005927,"TOMATO JUICE, SHELF STABLE, FROM CONCENTRATE, WITH ADDED INGREDIENTS",NULL,NULL,NULL,NULL,NULL,229,NULL
2005928,"TOMATO JUICE, SHELF STABLE, FROM CONCENTRATE, WITH ADDED INGREDIENTS",NULL,NULL,NULL,NULL,NULL,227,NULL
2005929,"TOMATO JUICE, SHELF STABLE, FROM CONCENTRATE, WITH ADDED INGREDIENTS",NULL,NULL,NULL,NULL,NULL,218,NULL
2005930,"TOMATO JUICE, SHELF STABLE, FROM CONCENTRATE, WITH ADDED INGREDIENTS",NULL,NULL,NULL,NULL,NULL,266,NULL
2005931,"TOMATO JUICE, SHELF STABLE, FROM CONCENTRATE, WITH ADDED INGREDIENTS",NULL,NULL,NULL,NULL,NULL,276,NULL
2006321,"mushrooms, portabella",NULL,0.28,NULL,NULL,NULL,NULL,NULL
2006330,"mushrooms, portabella",NULL,NULL,NULL,NULL,NULL,5,NULL
2006339,"mushrooms, portabella",NULL,0.2,NULL,NULL,NULL,NULL,NULL
2006348,"mushrooms, portabella",NULL,NULL,NULL,NULL,NULL,6,NULL
2006357,"mushrooms, portabella",NULL,0.39,NULL,NULL,NULL,NULL,NULL
2006366,"mushrooms, portabella",NULL,NULL,NULL,NULL,NULL,6,NULL
2006375,"mushrooms, portabella",NULL,0.38,NULL,NULL,NULL,NULL,NULL
2006384,"mushrooms, portabella",NULL,NULL,NULL,NULL,NULL,5,NULL
2006393,"mushrooms, portabella",NULL,0.23,NULL,NULL,NULL,NULL,NULL
2006402,"mushrooms, portabella",NULL,NULL,NULL,NULL,NULL,4,NULL
2006411,"mushrooms, portabella",NULL,0.39,NULL,NULL,NULL,NULL,NULL
2006420,"mushrooms, portabella",NULL,NULL,NULL,NULL,NULL,6,NULL
2006429,"mushrooms, king oyster",NULL,0.22,NULL,NULL,NULL,NULL,NULL
2006438,"mushrooms, king oyster",NULL,NULL,NULL,NULL,NULL,3,NULL
2006447,"mushrooms, king oyster",NULL,0.23,NULL,NULL,NULL,NULL,NULL
2006456,"mushrooms, king oyster",NULL,NULL,NULL,NULL,NULL,0,NULL
2006465,"mushrooms, king oyster",NULL,0.38,NULL,NULL,NULL,NULL,NULL
2006474,"mushrooms, king oyster",NULL,NULL,NULL,NULL,NULL,3,NULL
2006483,"mushrooms, king oyster",NULL,0.35,NULL,NULL,NULL,NULL,NULL
2006492,"mushrooms, king oyster",NULL,NULL,NULL,NULL,NULL,0,NULL
2006501,"mushrooms, king oyster",NULL,0.4,NULL,NULL,NULL,NULL,NULL
2006510,"mushrooms, king oyster",NULL,NULL,NULL,NULL,NULL,0,NULL
2006519,"mushrooms, king oyster",NULL,0.31,NULL,NULL,NULL,NULL,NULL
2006528,"mushrooms, king oyster",NULL,NULL,NULL,NULL,NULL,0,NULL
2006537,"mushrooms, king oyster",NULL,0.13,NULL,NULL,NULL,NULL,NULL
